2015-03-22 00:16:20.159274;us;45.96
2015-03-22 00:16:20.159274;eu;79.89
2015-03-22 00:32:02.754252;us;46.23
2015-03-22 00:32:02.754252;eu;80.13
2015-03-22 00:32:35.379103;us;42.76
2015-03-22 00:32:35.379103;eu;80.60
2015-03-22 00:33:06.554725;us;43.33
2015-03-22 00:33:06.554725;eu;144.87
2015-03-22 00:34:30.428475;us;42.94
2015-03-22 00:34:30.428475;eu;80.12
2015-03-22 00:34:48.291317;us;58.27
2015-03-22 00:34:48.291317;eu;80.13
2015-03-22 01:30:02.079644;us;44.36
2015-03-22 01:30:02.079644;eu;79.93
2015-03-22 01:30:58.507477;us;42.84
2015-03-22 01:30:58.507477;eu;80.31
2015-03-22 01:32:03.809406;us;43.19
2015-03-22 01:32:03.809406;eu;80.92
2015-03-22 01:32:18.452085;us;44.19
2015-03-22 01:32:18.452085;eu;81.94
2015-03-22 01:32:34.743649;us;43.30
2015-03-22 01:32:34.743649;eu;80.35
2015-03-22 01:33:12.763725;us;57.63
2015-03-22 01:33:12.763725;eu;80.37
2015-03-22 01:33:45.566526;us;43.80
2015-03-22 01:33:45.566526;eu;80.40
2015-03-22 01:34:29.311496;us;43.82
2015-03-22 01:34:29.311496;eu;83.24
2015-03-22 01:36:37.967443;us;102.52
2015-03-22 01:36:37.967443;eu;174.85
2015-03-22 01:37:25.219381;us;137.87
2015-03-22 01:40:24.162202;us;46.78
2015-03-22 01:40:24.162202;eu;40.42
2015-03-22 01:46:06.332618;us;46.81
2015-03-22 01:46:06.332618;eu;49.21
2015-03-22 02:03:44.292542;us;48.61
2015-03-22 02:03:44.292542;eu;57.31
2015-03-22 02:04:02.555183;us;44.62
2015-03-22 02:04:02.555183;eu;42.30
2015-03-22 02:10:02.410685;us;43.50
2015-03-22 02:10:02.410685;eu;41.62
2015-03-22 02:20:01.915071;us;43.71
2015-03-22 02:20:01.915071;eu;40.29
2015-03-22 02:30:01.958799;us;43.99
2015-03-22 02:30:01.958799;eu;41.02
2015-03-22 02:40:01.306719;us;44.42
2015-03-22 02:40:01.306719;eu;43.30
2015-03-22 02:50:01.379726;us;53.85
2015-03-22 02:50:01.379726;eu;79.17
2015-03-22 03:00:01.438951;us;44.68
2015-03-22 03:00:01.438951;eu;45.85
2015-03-22 03:10:01.661278;us;44.67
2015-03-22 03:10:01.661278;eu;43.37
2015-03-22 03:20:01.953771;us;59.87
2015-03-22 03:20:01.953771;eu;42.39
2015-03-22 03:30:03.952823;us;45.00
2015-03-22 03:30:03.952823;eu;44.38
2015-03-22 03:40:03.308066;us;43.45
2015-03-22 03:40:03.308066;eu;41.30
2015-03-22 03:50:01.301243;us;43.19
2015-03-22 03:50:01.301243;eu;42.49
2015-03-22 04:00:01.337384;us;54.89
2015-03-22 04:00:01.337384;eu;46.41
2015-03-22 04:10:01.701627;us;62.77
2015-03-22 04:10:01.701627;eu;45.42
2015-03-22 04:20:01.855933;us;44.10
2015-03-22 04:20:01.855933;eu;51.09
2015-03-22 04:30:02.763033;us;45.22
2015-03-22 04:30:02.763033;eu;42.74
2015-03-22 04:40:03.189982;us;43.98
2015-03-22 04:40:03.189982;eu;46.24
2015-03-22 04:50:01.457778;us;43.84
2015-03-22 04:50:01.457778;eu;46.27
2015-03-22 05:00:01.507303;us;56.67
2015-03-22 05:00:01.507303;eu;42.66
2015-03-22 05:10:01.802671;us;53.78
2015-03-22 05:10:01.802671;eu;41.36
2015-03-22 05:20:02.030788;us;43.09
2015-03-22 05:20:02.030788;eu;41.74
2015-03-22 05:30:01.178891;us;44.05
2015-03-22 05:30:01.178891;eu;45.54
2015-03-22 05:40:01.607385;us;42.88
2015-03-22 05:40:01.607385;eu;45.26
2015-03-22 05:50:01.746082;us;47.95
2015-03-22 05:50:01.746082;eu;45.52
2015-03-22 06:00:01.911527;us;46.23
2015-03-22 06:00:01.911527;eu;47.04
2015-03-22 06:10:01.373439;us;47.93
2015-03-22 06:10:01.373439;eu;44.96
2015-03-22 06:20:01.547284;us;43.16
2015-03-22 06:20:01.547284;eu;45.12
2015-03-22 06:30:01.870340;us;42.88
2015-03-22 06:30:01.870340;eu;44.73
2015-03-22 06:40:01.299077;us;43.34
2015-03-22 06:40:01.299077;eu;44.84
