2015-03-22 06:50:01.477114;us;43.66
2015-03-22 06:50:01.477114;eu;45.91
2015-03-22 07:00:01.639207;us;42.89
2015-03-22 07:00:01.639207;eu;44.37
2015-03-22 07:10:01.231740;us;44.55
2015-03-22 07:10:01.231740;eu;44.48
2015-03-22 07:20:01.378976;us;46.74
2015-03-22 07:20:01.378976;eu;44.32
2015-03-22 07:30:01.550164;us;43.06
2015-03-22 07:30:01.550164;eu;44.48
2015-03-22 07:40:01.975273;us;45.31
2015-03-22 07:40:01.975273;eu;46.71
2015-03-22 07:50:02.144887;us;51.91
2015-03-22 07:50:02.144887;eu;41.56
2015-03-22 08:00:01.296486;us;53.08
2015-03-22 08:00:01.296486;eu;51.63
2015-03-22 08:10:01.698919;us;42.92
2015-03-22 08:10:01.698919;eu;44.78
2015-03-22 08:20:01.906296;us;48.88
2015-03-22 08:20:01.906296;eu;45.98
2015-03-22 08:30:02.084684;us;60.34
2015-03-22 08:30:02.084684;eu;44.56
2015-03-22 08:40:01.612207;us;44.73
2015-03-22 08:40:01.612207;eu;47.90
2015-03-22 08:50:01.826497;us;61.95
2015-03-22 08:50:01.826497;eu;41.78
2015-03-22 09:00:02.050702;us;43.04
2015-03-22 09:00:02.050702;eu;45.18
2015-03-22 09:10:01.502113;us;45.73
2015-03-22 09:10:01.502113;eu;48.49
2015-03-22 09:20:01.667039;us;43.94
2015-03-22 09:20:01.667039;eu;43.00
2015-03-22 09:30:01.852805;us;43.17
2015-03-22 09:30:01.852805;eu;41.95
2015-03-22 09:40:01.303016;us;43.20
2015-03-22 09:40:01.303016;eu;41.79
2015-03-22 09:50:01.465008;us;43.30
2015-03-22 09:50:01.465008;eu;43.41
2015-03-22 10:00:01.726751;us;43.83
2015-03-22 10:00:01.726751;eu;46.19
2015-03-22 10:10:01.162469;us;43.01
2015-03-22 10:10:01.162469;eu;41.82
2015-03-22 10:20:01.325050;us;42.74
2015-03-22 10:20:01.325050;eu;45.43
2015-03-22 10:30:01.478851;us;44.47
2015-03-22 10:30:01.478851;eu;42.13
2015-03-22 10:40:01.998052;us;44.65
2015-03-22 10:40:01.998052;eu;45.22
2015-03-22 10:50:01.186947;us;49.46
2015-03-22 10:50:01.186947;eu;42.37
2015-03-22 11:00:01.377781;us;44.61
2015-03-22 11:00:01.377781;eu;50.26
2015-03-22 11:10:01.863912;us;43.25
2015-03-22 11:10:01.863912;eu;46.63
2015-03-22 11:20:02.086008;us;49.24
2015-03-22 11:20:02.086008;eu;121.77
2015-03-22 11:30:01.642302;us;44.72
2015-03-22 11:30:01.642302;eu;43.45
2015-03-22 11:40:02.077892;us;43.43
2015-03-22 11:40:02.077892;eu;42.13
2015-03-22 11:50:01.257571;us;43.78
2015-03-22 11:50:01.257571;eu;51.85
2015-03-22 12:00:01.624822;us;45.82
2015-03-22 12:00:01.624822;eu;44.99
2015-03-22 12:10:01.255384;us;44.87
2015-03-22 12:10:01.255384;eu;42.50
2015-03-22 12:20:01.375695;us;42.98
2015-03-22 12:20:01.375695;eu;52.77
2015-03-22 12:30:01.636257;us;43.05
2015-03-22 12:30:01.636257;eu;47.79
2015-03-22 12:40:01.285966;us;54.98
2015-03-22 12:40:01.285966;eu;45.01
2015-03-22 12:50:01.376866;us;43.52
2015-03-22 12:50:01.376866;eu;44.20
2015-03-22 13:00:01.476586;us;43.65
2015-03-22 13:00:01.476586;eu;45.19
2015-03-22 13:10:02.051982;us;50.67
2015-03-22 13:10:02.051982;eu;44.28
2015-03-22 13:20:01.275388;us;42.63
2015-03-22 13:20:01.275388;eu;44.33
2015-03-22 13:30:01.524646;us;46.95
2015-03-22 13:30:01.524646;eu;46.74
2015-03-22 13:40:02.110901;us;43.32
2015-03-22 13:40:02.110901;eu;50.79
2015-03-22 13:50:02.064339;us;50.43
2015-03-22 13:50:02.064339;eu;47.75
2015-03-22 14:00:02.134372;us;55.91
2015-03-22 14:00:02.134372;eu;55.43
2015-03-22 14:10:01.991729;us;43.89
2015-03-22 14:10:01.991729;eu;57.29
2015-03-22 14:20:01.673869;us;44.30
2015-03-22 14:20:01.673869;eu;45.08
2015-03-22 14:30:01.887904;us;43.00
2015-03-22 14:30:01.887904;eu;44.86
2015-03-22 14:40:01.329888;us;42.84
2015-03-22 14:40:01.329888;eu;42.98
2015-03-22 14:50:01.433234;us;45.19
2015-03-22 14:50:01.433234;eu;43.44
2015-03-22 15:00:01.527848;us;59.10
2015-03-22 15:00:01.527848;eu;44.75
2015-03-22 15:10:01.994966;us;43.22
2015-03-22 15:10:01.994966;eu;42.68
2015-03-22 15:20:01.865113;us;102.54
2015-03-22 15:20:01.865113;eu;62.72
2015-03-22 15:30:02.191657;us;43.50
2015-03-22 15:30:02.191657;eu;45.33
2015-03-22 15:40:01.622878;us;48.36
2015-03-22 15:40:01.622878;eu;44.94
2015-03-22 15:50:01.740175;us;43.32
2015-03-22 15:50:01.740175;eu;45.83
2015-03-22 16:00:01.892931;us;47.60
2015-03-22 16:00:01.892931;eu;49.69
2015-03-22 16:10:01.458150;us;78.82
2015-03-22 16:10:01.458150;eu;45.62
2015-03-22 16:20:02.208122;us;55.03
2015-03-22 16:20:02.208122;eu;58.52
2015-03-22 16:30:01.420435;us;52.11
2015-03-22 16:30:01.420435;eu;54.98
2015-03-22 16:40:09.372370;us;48.63
2015-03-22 16:40:09.372370;eu;68.37
2015-03-22 16:50:01.911959;us;44.52
2015-03-22 16:50:01.911959;eu;45.74
2015-03-22 17:00:02.046027;us;46.39
2015-03-22 17:00:02.046027;eu;57.28
2015-03-22 17:10:01.922449;us;44.65
2015-03-22 17:10:01.922449;eu;54.31
2015-03-22 17:20:01.887873;us;54.61
2015-03-22 17:20:01.887873;eu;49.42
2015-03-22 17:30:01.145761;us;96.65
2015-03-22 17:30:01.145761;eu;46.23
2015-03-22 17:40:01.494734;us;64.48
2015-03-22 17:40:01.494734;eu;49.49
2015-03-22 17:50:03.162116;us;43.64
2015-03-22 17:50:03.162116;eu;48.21
2015-03-22 18:00:03.957906;us;47.55
2015-03-22 18:00:03.957906;eu;44.97
2015-03-22 18:10:04.704546;us;46.98
2015-03-22 18:10:04.704546;eu;47.48
2015-03-22 18:20:03.160089;us;44.64
2015-03-22 18:20:03.160089;eu;49.63
2015-03-22 18:30:02.175113;us;43.73
2015-03-22 18:30:02.175113;eu;49.39
2015-03-22 18:40:01.817049;us;45.03
2015-03-22 18:40:01.817049;eu;49.17
2015-03-22 18:50:02.758593;us;45.11
2015-03-22 18:50:02.758593;eu;51.15
2015-03-22 19:00:03.074392;us;45.25
2015-03-22 19:00:03.074392;eu;42.62
2015-03-22 19:10:03.617208;us;51.08
2015-03-22 19:10:03.617208;eu;45.11
2015-03-22 19:20:01.769849;us;52.32
2015-03-22 19:20:01.769849;eu;66.56
2015-03-22 19:30:02.671538;us;44.94
2015-03-22 19:30:02.671538;eu;42.31
2015-03-22 19:40:02.449121;us;47.23
2015-03-22 19:40:02.449121;eu;45.78
2015-03-22 19:50:03.236015;us;58.40
2015-03-22 19:50:03.236015;eu;61.13
2015-03-22 20:00:03.024154;us;60.43
2015-03-22 20:00:03.024154;eu;61.11
2015-03-22 20:10:01.208752;us;60.23
2015-03-22 20:10:01.208752;eu;59.84
2015-03-22 20:20:01.469281;us;57.89
2015-03-22 20:20:01.469281;eu;60.45
2015-03-22 20:30:04.552628;us;54.71
2015-03-22 20:30:04.552628;eu;54.80
2015-03-22 20:40:12.484322;us;54.97
2015-03-22 20:40:12.484322;eu;54.46
2015-03-22 20:50:06.736573;us;60.16
2015-03-22 20:50:06.736573;eu;57.77
2015-03-22 21:00:14.058552;us;50.53
2015-03-22 21:00:14.058552;eu;42.89
2015-03-22 21:10:02.505065;us;51.94
2015-03-22 21:10:02.505065;eu;52.69
2015-03-22 21:20:02.072626;us;48.35
2015-03-22 21:20:02.072626;eu;43.36
2015-03-22 21:30:01.454017;us;44.70
2015-03-22 21:30:01.454017;eu;41.57
2015-03-22 21:40:01.994937;us;53.44
2015-03-22 21:40:01.994937;eu;43.39
2015-03-22 21:50:02.244335;us;45.38
2015-03-22 21:50:02.244335;eu;46.27
2015-03-22 22:00:01.767397;us;356.03
2015-03-22 22:00:01.767397;eu;130.09
2015-03-22 22:10:02.762878;us;349.56
2015-03-22 22:10:02.762878;eu;134.99
2015-03-22 22:20:04.968876;us;342.26
2015-03-22 22:20:04.968876;eu;112.61
2015-03-22 22:30:03.827111;us;342.58
2015-03-22 22:30:03.827111;eu;135.27
2015-03-22 22:40:03.389697;us;461.12
2015-03-22 22:40:03.389697;eu;120.35
2015-03-22 22:50:02.115184;us;392.95
2015-03-22 22:50:02.115184;eu;142.81
2015-03-22 23:00:10.091188;us;382.01
2015-03-22 23:00:10.091188;eu;212.97
2015-03-22 23:10:01.410480;us;338.16
2015-03-22 23:10:01.410480;eu;118.88
2015-03-22 23:20:02.126234;us;328.70
2015-03-22 23:20:02.126234;eu;129.80
2015-03-22 23:30:01.316942;us;319.10
2015-03-22 23:30:01.316942;eu;102.97
2015-03-22 23:40:03.186229;us;310.90
2015-03-22 23:40:03.186229;eu;154.72
2015-03-22 23:50:03.119551;us;327.17
2015-03-22 23:50:03.119551;eu;125.91
